_source,_player,_trial,peak_pelvis_v,peak_trunk_v,peak_humerus_v,peak_arm_v,peak_forearm_v,peak_hand_v,pelvis_to_trunk_lag_ms,trunk_to_humerus_lag_ms,max_x_factor,hip_shoulder_sep_at_fp,max_cog_velo_m_s,cog_decel_m_s,fp1_z_peak,fp2_z_peak,lead_z_peak,rear_z_peak,drive_propulsive_peak_pct_bw,drive_propulsive_impulse_pct_bw_s,lead_braking_peak_pct_bw,lead_braking_impulse_pct_bw_s,lead_block_duration_ms,horizontal_to_vertical_ratio,newtforce_turning_point_z_pct_bw,newtforce_lead_negative_y_pct_bw,newtforce_lead_negative_y_ms_after_br,newtforce_time_of_transfer_ms,layback_deg,torso_fwd_tilt_at_fp,torso_side_bend_at_mer,lead_knee_at_fp,lead_knee_at_br,stride_length,stride_pct,sampling_rate_hz_internal,fp_mapping,fc_frame,br_frame,n_frames
Raw,choihyeonwook,Fastball RH Markerless 8,580.04547,862.13849,3866.1147499999997,3866.1147499999997,,3386.63232,-6.7,76.7,18.75042,18.31191,,,0.0,850.68585,0.0,850.68585,5.9,9.37,,,156.7,0.06,95.2,,,,191.56848,1.38616,30.45851,60.17101,61.63834,1.3909,77.67358,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",933,980,5416
Raw,choihyeonwook,Fastball RH Markerless 9,598.57214,849.86829,3973.02783,3973.02783,,3215.0498,-10.0,76.7,17.90409,17.90031,,,0.0,945.06879,0.0,945.06879,4.4,4.73,,,156.7,0.04,104.8,,,,193.69041,1.80531,32.89284,61.53229,56.57935,1.40919,78.69469,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",773,820,4912
Raw,choijinmyung,Fastball RH Markerless 1,705.7196,831.45532,3644.00928,3644.00928,,2518.92969,13.3,76.7,12.20827,6.05042,,,0.0,900.94196,0.0,900.94196,1.9,2.77,,,173.3,0.018,93.2,,,,160.1787,11.35877,-25.67603,20.86147,39.87548,1.26579,70.288,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",854,906,5068
Raw,choijinmyung,Fastball RH Markerless 10,700.29132,777.1015,3730.2714800000003,3730.2714800000003,,2612.50122,13.3,80.0,13.09407,5.01892,,,0.0,894.57159,0.0,894.57159,2.4,2.9,,,166.7,0.023,99.7,,,,163.25763,20.91023,-23.254,35.35797,49.70453,1.31332,72.92731,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",825,875,4768
Raw,choijinmyung,Fastball RH Markerless 11,699.77771,832.58875,3736.8544899999997,3736.8544899999997,,2208.06763,10.0,76.7,10.12003,3.06326,,,0.0,920.62036,0.0,920.62036,2.0,4.0,,,163.3,0.019,102.1,,,,161.87265,14.92451,-23.42446,26.94777,51.15605,1.31118,72.80834,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",871,920,5236
Raw,choijinmyung,Fastball RH Markerless 12,730.71509,838.32684,3781.6416,3781.6416,,2440.05981,3.3,76.7,12.46438,7.11657,,,0.0,940.11694,0.0,940.11694,1.3,0.74,,,176.7,0.012,105.1,,,,162.84538,7.03821,-25.7079,24.51651,48.6444,1.32665,73.66736,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",675,728,3964
Raw,choijinmyung,Fastball RH Markerless 14,696.04993,839.14392,3580.81787,3580.81787,,2503.47046,6.7,76.7,12.365,6.46761,,,0.0,921.78821,0.0,921.78821,1.9,3.75,,,180.0,0.018,100.2,,,,161.94931,8.31802,-24.7497,22.39167,40.54217,1.33515,74.13945,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",866,920,5068
Raw,choijinmyung,Fastball RH Markerless 15,708.40228,853.2251,3831.08057,3831.08057,,2605.32837,6.7,80.0,12.97121,2.90978,,,0.0,919.08258,0.0,919.08258,1.6,1.6,,,173.3,0.016,102.3,,,,162.69492,12.59532,-21.33495,28.96836,54.07621,1.29621,71.97739,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",760,812,4660
Raw,choijinmyung,Fastball RH Markerless 2,685.33112,799.35223,3687.87744,3687.87744,,1920.18604,10.0,73.3,11.94021,8.00764,,,0.0,869.65094,0.0,869.65094,1.8,3.84,,,170.0,0.017,97.2,,,,159.1451,16.36829,-23.74583,19.05323,47.57073,1.30319,72.36488,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",859,910,4744
Raw,choijinmyung,Fastball RH Markerless 3,696.9361,830.91394,3878.41064,3878.41064,,2471.5376,10.0,76.7,11.90495,5.38151,,,0.0,930.82764,0.0,930.82764,1.7,3.01,,,166.7,0.016,103.9,,,,163.84885,15.00189,-24.72773,26.09547,55.68695,1.27761,70.94461,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",831,881,4684
Raw,choijinmyung,Fastball RH Markerless 4,738.29651,811.86237,3681.6079099999997,3681.6079099999997,,2477.31885,6.7,76.7,9.76137,6.86224,,,0.0,894.41193,0.0,894.41193,1.2,1.74,,,176.7,0.011,95.5,,,,159.86688,17.15263,-26.70217,20.55686,41.96336,1.27913,71.02891,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",835,888,4960
Raw,choijinmyung,Fastball RH Markerless 5,749.94073,855.00446,3696.81152,3696.81152,,2187.56445,6.7,80.0,11.12409,6.16734,,,0.0,923.34845,0.0,923.34845,2.1,4.11,,,160.0,0.02,103.2,,,,163.07285,13.75639,-26.1597,25.00914,47.91011,1.32174,73.39487,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",944,992,5368
Raw,choijinmyung,Fastball RH Markerless 6,705.28729,806.20575,3792.1660199999997,3792.1660199999997,,2456.67407,13.3,76.7,8.95703,6.69076,,,0.0,913.84283,0.0,913.84283,1.7,2.57,,,170.0,0.016,94.3,,,,162.84175,15.14139,-27.78666,24.0263,41.20371,1.29191,71.73875,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",802,853,5092
Raw,choijinmyung,Fastball RH Markerless 7,681.27173,794.89355,3715.81348,3715.81348,,2620.80518,16.7,76.7,9.65073,2.67284,,,0.0,943.49628,0.0,943.49628,2.3,3.64,,,173.3,0.022,103.8,,,,162.24638,21.60249,-24.11855,16.30887,37.60197,1.32338,73.48582,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",862,914,5020
Raw,choijinmyung,Fastball RH Markerless 8,704.87988,803.93524,3735.6757799999996,3735.6757799999996,,2467.98218,16.7,73.3,15.34466,5.89921,,,0.0,911.61285,0.0,911.61285,3.7,5.74,,,173.3,0.034,101.1,,,,161.40503,10.10689,-24.16081,24.81375,57.80987,1.25231,69.53976,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",804,856,5080
Raw,choijinmyung,Fastball RH Markerless 9,749.04169,817.11572,3801.875,3801.875,,2249.43384,10.0,73.3,11.08078,5.83517,,,0.0,922.25629,0.0,922.25629,2.6,2.58,,,186.7,0.024,100.2,,,,161.31541,14.27422,-26.39257,20.89068,40.70251,1.29964,72.16769,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",917,973,5572
Raw,chominhyeok,Fastball RH Markerless 1,616.88141,948.75641,4320.17383,4320.17383,,3080.43604,-43.3,150.0,24.41458,24.37296,,,0.0,989.82306,0.0,989.82306,1.7,2.92,,,170.0,0.015,109.0,,,,178.52026,-2.77932,32.51736,53.35679,51.75392,1.34801,75.70817,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1517,1568,7868
Raw,chominhyeok,Fastball RH Markerless 10,650.94293,951.63629,4085.8242200000004,4085.8242200000004,,2923.68335,36.7,83.3,21.37936,21.09783,,,0.0,973.3974,0.0,973.3974,1.6,1.33,,,173.3,0.014,106.9,,,,182.61716,-0.25495,35.73913,53.58675,51.08294,1.34158,75.34695,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",926,978,5804
Raw,chominhyeok,Fastball RH Markerless 4,599.08783,924.24133,4103.3999,4103.3999,,2878.42041,-36.7,150.0,25.0002,25.0002,,,0.0,979.97705,0.0,979.97705,1.3,1.72,,,166.7,0.012,109.0,,,,178.6954,-2.54216,33.93729,58.57859,66.96957,1.34192,75.36578,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1063,1113,6160
Raw,chominhyeok,Fastball RH Markerless 5,688.04761,980.18732,4291.12354,4291.12354,,2849.89624,6.7,153.3,23.71505,23.37777,,,0.0,1013.38257,0.0,1013.38257,1.3,0.86,,,163.3,0.011,113.0,,,,179.07385,0.77946,34.12806,50.40129,35.89464,1.40313,78.80334,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1125,1174,6492
Raw,chominhyeok,Fastball RH Markerless 6,605.02887,985.92285,4107.49268,4107.49268,,3410.21826,40.0,83.3,21.5015,20.82257,,,0.0,991.94897,0.0,991.94897,1.8,1.93,,,156.7,0.015,110.1,,,,174.60039,1.91799,38.46581,54.5146,49.62025,1.3646,76.63943,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",964,1011,5832
Raw,chominhyeok,Fastball RH Markerless 7,606.61188,912.64008,4245.56592,4245.56592,,2849.5415,36.7,83.3,22.4605,19.46661,,,0.0,995.18573,0.0,995.18573,1.7,2.58,,,153.3,0.015,111.2,,,,177.39308,0.24098,34.90802,52.65135,39.87476,1.39326,78.24944,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1174,1220,6856
Raw,chominhyeok,Fastball RH Markerless 8,620.09473,964.04395,4353.91797,4353.91797,,2777.69458,76.7,83.3,21.48693,20.28462,,,0.0,1007.49396,0.0,1007.49396,0.9,1.01,,,166.7,0.008,109.5,,,,180.33105,2.8541,39.36295,51.66431,46.79385,1.3635,76.57762,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",854,904,5556
Raw,chominhyeok,Fastball RH Markerless 9,662.14062,948.16187,4300.10596,4300.10596,,2855.47363,6.7,83.3,21.28909,20.0822,,,0.0,1012.82593,0.0,1012.82593,0.9,1.33,,,160.0,0.008,113.3,,,,183.14149,0.48401,36.3534,48.67641,25.82747,1.37088,76.99251,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",964,1012,5776
Raw,guminjun,Fastball RH Markerless 1,488.42746,880.81342,4000.7358400000003,4000.7358400000003,,3692.19775,93.3,73.3,21.95824,15.46027,,,0.0,484.05695,0.0,484.05695,3.6,9.49,,,126.7,0.064,53.9,,,,187.4691,7.01688,30.0553,51.23422,70.16129,1.52377,81.06911,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",823,861,4480
Raw,guminjun,Fastball RH Markerless 10,544.60596,918.73474,4272.50635,4272.50635,,3625.41357,80.0,73.3,23.74197,17.97977,,,0.0,471.64297,0.0,471.64297,4.0,12.21,,,120.0,0.073,52.4,,,,191.46486,9.08814,34.21061,65.07363,76.84232,1.55205,82.57329,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",964,1000,5004
Raw,guminjun,Fastball RH Markerless 2,573.42749,875.18457,4050.1904299999997,4050.1904299999997,,3551.12012,93.3,76.7,25.507,20.1954,,,0.0,497.86279,0.0,497.86279,5.1,11.15,,,136.7,0.083,54.1,,,,187.40262,5.88636,29.83626,50.84928,69.03265,1.5225,81.00112,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",827,868,4780
Raw,guminjun,Fastball RH Markerless 3,515.64966,852.87531,4067.7739300000003,4067.7739300000003,,3420.81592,86.7,76.7,18.86864,12.27948,,,0.0,465.18091,0.0,465.18091,4.2,12.65,,,120.0,0.078,51.4,,,,187.86533,7.99847,30.15275,56.56939,69.70725,1.546,82.25167,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",975,1011,4820
Raw,guminjun,Fastball RH Markerless 4,505.57999,851.94824,4187.75293,4187.75293,,3507.10718,20.0,140.0,22.54091,16.43929,,,0.0,433.98947,0.0,433.98947,3.6,9.37,,,120.0,0.065,48.3,,,,189.24483,8.05547,31.80137,59.65394,74.23743,1.54335,82.1106,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",835,871,4312
Raw,guminjun,Fastball RH Markerless 5,507.8862,882.62323,4154.99609,4154.99609,,3559.99121,16.7,136.7,18.28944,12.58737,,,0.0,389.32449,0.0,389.32449,3.5,9.33,,,110.0,0.067,43.3,,,,188.15576,10.99442,32.79558,55.69727,64.86501,1.56896,83.47295,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",842,875,4340
Raw,guminjun,Fastball RH Markerless 6,511.3808,899.93073,4075.71777,4075.71777,,3480.73267,26.7,133.3,17.02222,11.16139,,,0.0,475.8761,0.0,475.8761,3.9,11.24,,,110.0,0.07,52.7,,,,189.29378,10.31973,32.13705,54.41591,64.24905,1.5864,84.40092,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",953,986,4852
Raw,guminjun,Fastball RH Markerless 7,499.77393,911.82355,3920.4882799999996,3920.4882799999996,,3453.73999,83.3,73.3,19.5354,13.76695,,,0.0,436.63632,0.0,436.63632,3.8,10.55,,,110.0,0.071,48.7,,,,189.65761,8.96447,31.61777,55.38606,61.45753,1.59498,84.8573,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",898,931,4444
Raw,guminjun,Fastball RH Markerless 8,600.21771,929.03735,4259.06445,4259.06445,,3640.54077,80.0,73.3,24.51089,19.48186,,,0.0,404.17252,0.0,404.17252,4.1,11.04,,,126.7,0.077,45.0,,,,189.57259,8.11022,30.78506,58.60812,75.22572,1.55661,82.81622,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",883,921,4360
Raw,guminjun,Fastball RH Markerless 9,529.75262,912.85895,4148.79199,4148.79199,,3412.87402,83.3,73.3,17.09481,12.48139,,,0.0,422.0668,0.0,422.0668,3.9,10.7,,,106.7,0.071,47.1,,,,190.16814,11.29628,33.24131,56.56802,61.72324,1.57557,83.825,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",870,902,4352
Raw,jeongjooyeong,Fastball RH Markerless 1,568.89777,928.65704,4467.88525,4467.88525,,1970.47095,10.0,63.3,26.441,24.74721,,,0.0,985.112,0.0,985.112,5.9,11.15,,,186.7,0.048,110.3,,,,178.05544,-4.16374,16.16305,37.11386,36.21556,1.41989,77.21143,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1877,1933,8368
Raw,jeongjooyeong,Fastball RH Markerless 3,571.33734,928.47028,3761.89746,3761.89746,,2032.31763,3.3,70.0,26.95894,26.40744,,,0.0,1044.56189,0.0,1044.56189,3.2,3.69,,,173.3,0.028,116.3,,,,181.95506,-4.47715,16.86635,40.33728,40.60967,1.44069,78.34283,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1133,1185,5728
Raw,jeongjooyeong,Fastball RH Markerless 4,573.17426,945.58954,3936.33838,3936.33838,,2359.1106,63.3,70.0,27.88263,26.46318,,,0.0,1023.72504,0.0,1023.72504,2.8,3.73,,,193.3,0.025,114.3,,,,180.77637,-5.0493,15.65749,38.08644,38.07036,1.43926,78.26509,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1153,1211,5992
Raw,jeongjooyeong,Fastball RH Markerless 5,570.10059,929.53564,3941.6088900000004,3941.6088900000004,,2444.71655,63.3,70.0,26.35523,25.27931,,,0.0,967.83978,0.0,967.83978,2.8,4.75,,,183.3,0.024,106.4,,,,181.46713,-3.76625,16.71586,38.83669,38.2012,1.44459,78.55488,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1174,1229,5736
Raw,jeongjooyeong,Fastball RH Markerless 6,585.89813,931.38867,4722.58008,4722.58008,,2447.16333,66.7,63.3,28.7301,28.02207,,,0.0,1073.85535,0.0,1073.85535,6.0,12.96,,,180.0,0.05,118.1,,,,182.18988,-4.6923,16.12132,38.87298,40.49295,1.46193,79.49764,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1575,1629,7360
Raw,jeongjooyeong,Fastball RH Markerless 7,614.87616,939.94513,4032.0854499999996,4032.0854499999996,,2393.71582,60.0,73.3,27.96343,27.51087,,,0.0,1020.45245,0.0,1020.45245,1.7,2.72,,,183.3,0.015,109.6,,,,182.73068,-3.94836,16.289,39.08871,33.27505,1.44273,78.45377,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1029,1084,5296
Raw,jeongjooyeong,Fastball RH Markerless 8,583.41107,953.91583,4114.396,4114.396,,2570.11743,0.0,70.0,28.47316,27.35842,,,0.0,1026.39771,0.0,1026.39771,3.5,4.59,,,183.3,0.03,109.0,,,,183.11578,-3.69195,15.8502,39.85204,35.68638,1.43053,77.79023,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1114,1169,5588
Raw,jeongmyeongyun,Fastball RH Markerless 1,661.19385,871.59564,3678.37256,3678.37256,,3176.28564,106.7,60.0,25.69678,25.41949,,,0.0,1195.87927,0.0,1195.87927,0.7,0.75,,,163.3,0.005,131.4,,,,168.66597,-4.70904,34.96268,46.70367,43.02853,1.37312,76.68086,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",910,959,4460
Raw,jeongmyeongyun,Fastball RH Markerless 2,673.75287,888.56744,3622.8374000000003,3622.8374000000003,,3261.18091,100.0,63.3,27.68606,24.48832,,,0.0,1174.0105,0.0,1174.0105,0.8,1.68,,,163.3,0.006,130.8,,,,170.47394,-6.2756,34.15292,46.01862,47.50647,1.39727,78.02945,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",963,1012,5892
Raw,jeongmyeongyun,Fastball RH Markerless 4,641.03381,913.64972,3694.4838900000004,3694.4838900000004,,2696.6123,103.3,66.7,26.78166,25.05725,,,0.0,1176.53027,0.0,1176.53027,1.4,3.55,,,166.7,0.011,131.2,,,,171.17029,-5.12044,33.65151,40.95017,41.01955,1.4011,78.2432,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",924,974,4680
Raw,jeongmyeongyun,Fastball RH Markerless 5,625.17828,809.15576,4003.7236300000004,4003.7236300000004,,3131.37476,100.0,66.7,25.31918,18.83771,,,0.0,1178.6239,0.0,1178.6239,1.0,1.86,,,180.0,0.007,132.0,,,,169.97444,-9.87434,33.4665,39.84281,47.78211,1.41266,78.88872,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",864,918,4744
Raw,jeongmyeongyun,Fastball RH Markerless 7,644.3847,864.14673,4267.78906,4267.78906,,3239.11328,106.7,56.7,25.75793,25.16209,,,0.0,1169.50793,0.0,1169.50793,0.6,0.86,,,156.7,0.005,130.9,,,,173.80112,-4.47394,37.54605,45.77089,43.11017,1.40362,78.38412,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",883,930,4384
Raw,jeongmyeongyun,Fastball RH Markerless 8,644.21887,914.49933,4029.7124000000003,4029.7124000000003,,3453.60815,113.3,60.0,30.71317,29.26429,,,0.0,1170.49951,0.0,1170.49951,1.0,1.47,,,160.0,0.007,130.4,,,,171.6864,-5.21821,37.51592,46.74213,39.60904,1.41528,79.03528,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1029,1077,4988
Raw,jeongmyeongyun,Fastball RH Markerless 9,632.78107,890.7135,3958.52197,3958.52197,,3159.13452,110.0,60.0,27.21906,26.72755,,,0.0,1170.53564,0.0,1170.53564,0.9,2.17,,,156.7,0.007,130.6,,,,173.12988,-4.70976,36.28585,45.95865,49.09764,1.43173,79.95341,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",975,1022,5124
Raw,kimdongwoon,Fastball RH Markerless 1,590.87482,866.34674,4223.00146,4223.00146,,3294.15747,16.7,143.3,27.55255,25.34396,,,0.0,878.83075,0.0,878.83075,3.7,10.77,,,190.0,0.036,87.9,,,,188.58983,-3.98467,29.65999,45.18736,31.46292,1.44566,78.18073,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1158,1215,6340
Raw,kimdongwoon,Fastball RH Markerless 10,641.71948,945.3797,4134.78955,4134.78955,,3175.80029,10.0,146.7,25.49891,24.49632,,,0.0,931.48792,0.0,931.48792,2.1,4.58,,,183.3,0.019,102.3,,,,188.87413,-2.12573,33.48181,47.23977,20.89011,1.49413,80.80202,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1180,1235,6340
Raw,kimdongwoon,Fastball RH Markerless 11,676.25598,948.09082,4175.90967,4175.90967,,3299.51123,16.7,146.7,25.16488,24.50609,,,0.0,931.45941,0.0,931.45941,2.9,6.65,,,173.3,0.027,101.9,,,,188.53502,-2.15112,34.50449,45.40256,20.39458,1.49427,80.80994,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1204,1256,6904
Raw,kimdongwoon,Fastball RH Markerless 12,632.30194,921.06323,4205.25879,4205.25879,,3195.06714,16.7,146.7,24.87204,24.63454,,,0.0,934.224,0.0,934.224,2.3,6.21,,,166.7,0.021,103.3,,,,189.37665,0.66111,34.45539,54.49323,25.44242,1.49896,81.06367,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1233,1283,6664
Raw,kimdongwoon,Fastball RH Markerless 13,648.31866,952.55872,4097.53418,4097.53418,,3208.68066,6.7,153.3,24.63797,24.63797,,,0.0,941.88397,0.0,941.88397,2.3,5.13,,,173.3,0.021,99.1,,,,188.24675,-0.93035,34.51444,49.65649,20.70519,1.49206,80.69029,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1271,1323,6724
Raw,kimdongwoon,Fastball RH Markerless 14,665.15601,912.41827,4056.64502,4056.64502,,3252.19897,23.3,146.7,25.37056,25.18504,,,0.0,968.27948,0.0,968.27948,1.6,4.05,,,173.3,0.015,108.1,,,,188.25183,-1.44145,32.33461,45.78934,21.90112,1.52003,82.20276,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1271,1323,6808
Raw,kimdongwoon,Fastball RH Markerless 15,694.82599,1022.34094,4298.45605,4298.45605,,3438.72852,6.7,150.0,25.90748,25.90748,,,0.0,927.05255,0.0,927.05255,2.9,5.72,,,166.7,0.027,103.7,,,,190.78146,-0.97862,35.57272,51.86384,24.15698,1.47628,79.83707,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1246,1296,6952
Raw,kimdongwoon,Fastball RH Markerless 2,623.2334,970.99341,4244.29297,4244.29297,,3159.75293,3.3,143.3,27.2593,23.54547,,,0.0,928.24304,0.0,928.24304,2.3,6.4,,,190.0,0.021,103.9,,,,187.42207,-3.69036,30.68788,45.41945,27.50247,1.4421,77.98824,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1192,1249,6412
Raw,kimdongwoon,Fastball RH Markerless 3,614.90735,865.67163,4152.72998,4152.72998,,3197.12744,16.7,143.3,27.51291,27.27263,,,0.0,890.15112,0.0,890.15112,2.6,6.71,,,173.3,0.024,97.8,,,,185.39066,-0.59028,31.81455,48.46503,25.92184,1.45452,78.66026,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1160,1212,6304
Raw,kimdongwoon,Fastball RH Markerless 4,628.49811,904.90906,4069.98096,4069.98096,,3257.76685,20.0,140.0,25.87568,24.36771,,,0.0,904.82745,0.0,904.82745,2.3,6.09,,,183.3,0.022,101.3,,,,184.53355,-2.88718,31.98943,43.92054,21.2652,1.45904,78.90446,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1241,1296,6652
Raw,kimdongwoon,Fastball RH Markerless 5,630.4682,852.04645,4223.4668,4223.4668,,3244.63013,26.7,140.0,26.46124,25.42072,,,0.0,926.74646,0.0,926.74646,3.4,3.98,,,180.0,0.03,103.6,,,,188.45171,-1.5222,31.17496,47.37507,23.12132,1.4674,79.35661,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1144,1198,6412
Raw,kimdongwoon,Fastball RH Markerless 6,664.16882,901.50262,4170.34131,4170.34131,,3268.22607,6.7,146.7,26.11939,26.02596,,,0.0,924.96619,0.0,924.96619,2.6,7.25,,,173.3,0.024,103.6,,,,187.69504,-2.38641,30.74136,52.27058,28.74026,1.4801,80.04359,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1293,1345,6880
Raw,kimdongwoon,Fastball RH Markerless 7,589.28058,872.06982,4163.03076,4163.03076,,3171.16382,10.0,136.7,25.29097,23.97209,,,0.0,857.46967,0.0,857.46967,3.8,11.83,,,186.7,0.038,93.5,,,,186.47867,-2.06853,31.8428,47.58117,28.62423,1.47207,79.60931,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1226,1282,7960
Raw,kimdongwoon,Fastball RH Markerless 8,651.29468,984.50317,4162.71973,4162.71973,,3198.10742,6.7,143.3,25.89904,25.20183,,,0.0,945.30145,0.0,945.30145,2.1,4.7,,,176.7,0.019,102.5,,,,187.1478,-2.42847,33.30777,47.71906,26.46981,1.4863,80.37894,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1242,1295,6436
Raw,kimdongwoon,Fastball RH Markerless 9,659.57043,943.47174,4173.02295,4173.02295,,3280.7522,3.3,150.0,25.76711,25.53514,,,0.0,945.96936,0.0,945.96936,3.6,6.57,,,176.7,0.033,101.4,,,,189.58408,-3.80132,32.03906,47.59156,22.57977,1.48792,80.46644,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1229,1282,6472
Raw,kimgangyeon,Fastball RH Markerless 1,650.21942,869.65442,4994.46631,4994.46631,,3017.98633,10.0,130.0,30.68143,30.29747,,,0.0,947.21484,0.0,947.21484,1.7,2.71,,,140.0,0.016,106.0,,,,189.97717,-3.88821,23.54943,55.44654,37.12349,1.44468,79.77142,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",999,1041,4820
Raw,kimgangyeon,Fastball RH Markerless 10,657.03271,876.22668,4679.58496,4679.58496,,3152.67603,80.0,66.7,30.73324,30.08389,,,0.0,947.15204,0.0,947.15204,2.2,2.19,,,133.3,0.02,103.3,,,,194.45503,-3.47977,25.46909,58.02583,38.15631,1.48276,81.87413,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",835,875,4164
Raw,kimgangyeon,Fastball RH Markerless 4,678.50397,854.73126,4818.03418,4818.03418,,3175.31787,20.0,133.3,30.84079,29.08694,,,0.0,962.72113,0.0,962.72113,0.4,0.17,,,133.3,0.003,107.8,,,,190.73178,-2.94696,23.83152,53.84431,33.78322,1.49754,82.69067,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",878,918,4316
Raw,kimgangyeon,Fastball RH Markerless 5,679.86377,883.06836,4626.04736,4626.04736,,5369.27734,0.0,0.0,35.01217,,,,2305.90552,1374.64648,2305.90552,1374.64648,,,,,,,,,,,191.44637,,-21.65955,,6.27758,,,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",,1,4500
Raw,kimgangyeon,Fastball RH Markerless 6,655.58923,870.70435,4560.58838,4560.58838,,3007.48682,13.3,143.3,32.88633,29.84578,,,0.0,943.60779,0.0,943.60779,1.7,1.27,,,133.3,0.016,103.8,,,,192.92226,-4.15141,24.19481,55.74926,35.07846,1.50436,83.06712,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",886,926,4272
